"AcceptingNewPatients","Accessibility","AccountID","AccountName","ActiveMHDesignation","ActiveRSSOLicense","ActiveSUDLicense","AddressOneLine","CommunityMentalHealthCenter","CommunityMentalHealthClinic","DUIDWI","DisplayName","Fees","HideAddress","HoursofOperationFriday","HoursofOperationMonday","HoursofOperationSaturday","HoursofOperationSunday","HoursofOperationThursday","HoursofOperationTuesday","HoursofOperationWednesday","LanguagesSpoken","MentalHealthSettings","OffersTelehealth","OpioidTreatmentPrograms","Phone","PopulationServed","ProviderDirectoryFormModifiedDate","ProviderLocationDisplayLabel","RSSOServicesProvided","SubstanceUseServices","TelehealthRestrictions","Website","lat","lon"
"","","0014M00002ARs5FQAT","Meadows Outpatient Center Denver LLC","0","0","1","Please contact this provider directly for location","0","1","0","The Meadows Outpatient Center Denver LLC","","1","8:00AM - 4:00PM","8:00AM - 9:00PM","","","8:00AM - 9:00PM","8:00AM - 9:00PM","8:00AM - 9:00PM","","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(928) 684-4337","","8/2/2022 10:24 AM","Please contact this provider directly for location","","Outpatient; Intensive Outpatient; General Treatment","","https://meadowsoutpatient.com/","",""
"","","0014M00001kroIBQAY","Pathfinders Recovery Center-Quemoy","0","0","1","6262 S. Quemoy Ct, Aurora, CO 80016","0","0","0","Pathfinders Recovery Center - Aurora (Quemoy Ct)","Medicaid; Private Insurance; Self Pay","0","6:00AM - 10:00PM","6:00AM - 10:00PM","9:00AM - 10:00PM","9:00AM - 10:00PM","6:00AM - 10:00AM","6:00AM - 10:00PM","6:00AM - 10:00PM","English","","","0","(720) 442-9324","LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women","","6262 S. Quemoy Ct_BR_ENCODED_Aurora, CO 80016","","General Treatment; Clinically Managed Low Intensity Residential Services; Clinically Managed High Intensity Residential Services","","www.pathfindersaz.com","39.6034012","-104.7326341"
"","","0014M00001m6dysQAA","Pathfinders Recovery Center - Ukraine","0","0","1","7213 S Ukraine St, Aurora, Colorado 80014","0","0","0","Pathfinders Recovery Center - Aurora (Ukraine St)","Medicaid; Private Insurance; Self Pay","0","7:00AM - 10:00PM","7:00AM - 10:00PM","9:00AM - 10:00PM","9:00AM - 10:00PM","7:00AM - 10:00PM","7:00AM - 10:00PM","7:00AM - 10:00PM","English","","","0","720-442-9324","Homeless","7/18/2022 2:54 PM","7213 S Ukraine St_BR_ENCODED_Aurora, Colorado 80014","","General Treatment; Clinically Managed Medium Intensity Residential Services; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","https://pathfindersaz.com/colorado/","39.5856102","-104.7247962"
"","","0016100001JgbZhAAJ","Pathfinders Recovery Center- The Center","0","0","1","2953 S Peoria St, Suite 230, Aurora, CO - Colorado 80014","0","0","0","Pathfinders Recovery Center - The Center","Medicaid; Private Insurance; Self Pay","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English","","","0","(720) 442-9324","LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women","","2953 S Peoria St, Suite 230_BR_ENCODED_Aurora, CO - Colorado 80014","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization)","","pathfinderaz.com","39.6626911","-104.8479245"
"yes","Wheelchair","0014M00001pzQXPQA2","Redpoint Centerr LLC - Horsetooth Rd","1","0","1","400 E. Horsetooth Rd, Fort Collins, Colorado 80525","0","1","0","Redpoint Center North - Fort Collins","Private Insurance; Self Pay; Sliding Fee Scale","0","9:00AM - 9:00PM","9:00AM - 9:00PM","","","9:00AM - 9:00PM","9:00AM - 9:00PM","9:00AM - 9:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","Telehealth Available - No Restrictions","0","6306316817","Homeless; LGBTQIA+; Men; Older Adults; Women; Clients referred from Court/Judicial System","6/1/2022 4:24 PM","400 E. Horsetooth Rd_BR_ENCODED_Fort Collins, Colorado 80525","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment; Day Treatment (Partial Hospitalization)","","www.theredpointcenter.com","40.5384258","-105.0719528"
"yes","Wheelchair","0016100001Hj1LPAAZ","Redpoint Center LLC - Ken Pratt Blvd","1","0","1","1375 Ken Pratt Blvd Suite 300, Longmont, CO 80501","0","1","0","Redpoint Center LLC - Longmont","Private Insurance; Self Pay; Sliding Fee Scale","0","9:00AM - 9:00PM","9:00AM - 9:00PM","","","9:00AM - 9:00PM","9:00AM - 9:00PM","9:00AM - 9:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","Telehealth Available - No Restrictions","0","(630) 631-6817","Homeless; LGBTQIA+; Men; Older Adults; Women; Youth; Minors/Adolescents","6/21/2022 12:00 PM","1375 Ken Pratt Blvd Suite 300_BR_ENCODED_Longmont, CO 80501","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","","www.TheRedpointCenter.com","40.1517283","-105.1161197"
"yes","Wheelchair","0014M00002HkBxUQAV","Redpoint Center LLC - Glenwood Springs","1","0","1","2520 S Grand Ave Suite 212, Glenwood Springs, Colorado 81601","0","1","0","Redpoint West - Glenwood Springs","Private Insurance; Self Pay","0","9:00AM - 9:00PM","9:00AM - 9:00PM","","","9:00AM - 9:00PM","9:00AM - 9:00PM","9:00AM - 9:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","Telehealth Available - No Restrictions","0","6306316817","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Clients referred from Court/Judicial System","6/21/2022 1:44 PM","2520 S Grand Ave Suite 212_BR_ENCODED_Glenwood Springs, Colorado 81601","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization)","","www.theredpointcenter.com","39.526075","-107.3251401"
"yes","","0014M00001jfYyuQAE","New Visions Recovery Solutions - Cheyenne Mountain","0","0","1","225 E. Cheyenne Mountain Blvd, Suite 220, Colorado Springs, CO 80906","0","0","0","New Visions Recovery Solutions","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","9:00AM - 6:00PM","9:00AM - 6:00PM","9:00AM - 3:00PM","","9:00AM - 6:00PM","9:00AM - 6:00PM","9:00AM - 6:00PM","English","","Telehealth Available - No Restrictions","0","(719) 640-0668","Homeless; LGBTQIA+; Youth; Offender; Minors/Adolescents","12/15/2022 9:18 AM","225 E. Cheyenne Mountain Blvd, Suite 220_BR_ENCODED_Colorado Springs, CO 80906","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","","Newvisionsrecoverysolutions.com","38.7888508","-104.8237106"
"","","0014M00001k6mUrQAI","5280 Human Care Center - Quebec","0","0","1","6053 S. Quebec St. #101, Greenwood Village, CO 80111","0","0","1","5280 Human Care Center","Self Pay","0","9:00AM - 7:00PM","9:00AM - 7:00PM","9:00AM - 12:00PM","9:00AM - 12:00PM","9:00AM - 7:00PM","9:00AM - 7:00PM","9:00AM - 7:00PM","English","","","0","(720) 476-4984 X123","Men; Women; Clients referred from Court/Judicial System","5/16/2022 6:43 PM","6053 S. Quebec St. #101_BR_ENCODED_Greenwood Village, CO 80111","","Outpatient; DUI/DWI; Level II Four Plus","","http://www.5280humancarecenter.com","39.6065872","-104.9045354"
"","Wheelchair","0016100001PzaTMAAZ","Choice Health Co, LLC - Boulder Rd.","0","0","1","315 W South Boulder Road. Suite 109, Louisville, CO 80027","0","0","0","Choice House - Louisville","Private Insurance; Self Pay","0","","1:00PM - 9:00PM","","","1:00PM - 9:00PM","","1:00PM - 9:00PM","English","","","0","(209) 485-3365","HIV; LGBTQIA+; Men; Military; Older Adults; Clients referred from Court/Judicial System; American Indian","10/25/2022 10:06 AM","315 W South Boulder Road. Suite 109_BR_ENCODED_Louisville, CO 80027","","Outpatient; Intensive Outpatient; General Treatment","","www.choicehousecolorado.com","39.9876418","-105.1402516"
"","","0014M00002Fz7r0QAB","Choice House PHP Site","0","0","1","5412 Idylwild Trail #110, Boulder, Colorado 80301","0","0","0","Choice House PHP Site - Boulder (Idylwild Trail)","Private Insurance; Self Pay","0","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","English","","","0","2094853365","HIV; LGBTQIA+; Men; Military; Older Adults; Clients referred from Court/Judicial System; American Indian","10/25/2022 10:07 AM","5412 Idylwild Trail #110_BR_ENCODED_Boulder, Colorado 80301","","General Treatment; Day Treatment (Partial Hospitalization)","","www.choicehousecolorado.com","40.0738611","-105.192629"
"","","0014M00001iybhFQAQ","Lookout at Choice LLC - Lookout Rd","0","0","1","6901 Lookout Road, Boulder, CO 80301","0","0","0","Choice House - Boulder (Lookout Rd)","Private Insurance; Self Pay","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English","","","0","(209) 485-3365","HIV; LGBTQIA+; Men; Military; Older Adults; Clients referred from Court/Judicial System; American Indian","10/25/2022 10:07 AM","6901 Lookout Road_BR_ENCODED_Boulder, CO 80301","","General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification; Clinically Managed Medium Intensity Residential Services; Clinically Managed High Intensity Residential Services","","www.choicehousecolorado.com","40.0732636","-105.1925605"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0014M00002KjAsoQAF","Integrated Insight Therapy - Grand Junction","1","0","1","1753 Main St, Grand Junction, CO 81501","0","1","0","Integrated Insight Therapy","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","","","Telehealth Available - No Restrictions","0","970-210-1467","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian; Latinx","11/15/2022 12:48 PM","1753 Main St_BR_ENCODED_Grand Junction, CO 81501","","","","","39.0670507","-108.5446236"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0014M00001oScguQAC","Integrated Insight Therapy - Townsend Ave","1","0","1","300 N Townsend Ave, Montrose, CO 81401","0","1","1","Integrated Insight Therapy - Montrose","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","Telehealth Available - No Restrictions","0","(970) 201-1467","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian; Latinx","11/15/2022 12:47 PM","300 N Townsend Ave_BR_ENCODED_Montrose, CO 81401","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","https://www.integratedinsighttherapy.com/","38.4814065","-107.8803486"
"yes","Wheelchair","0014M00001kptfeQAA","Integrated Insight Therapy, LLC - Delta","1","0","1","555 Meeker, Delta, CO 81416","0","1","1","Integrated Insight Therapy - Delta (555 Meeker St)","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","","8:30AM - 5:00PM","","","8:30AM - 5:00PM","8:30AM - 5:00PM","8:30AM - 5:00PM","","Community Mental Health Clinic","Telehealth Available - No Restrictions","0","970-201-1467","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian; Latinx","11/15/2022 12:48 PM","555 Meeker_BR_ENCODED_Delta, CO 81416","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Level II Four Plus","","https://www.integratedinsighttherapy.com/","38.7397721","-108.0691052"
"","","0014M00001m4RZVQA2","Integrated Insight Therapy - Main St","0","0","1","250 1/2 Main Street, Delta, CO 81416","0","0","1","Integrated Insight Therapy - Delta (250 1/2 Main St)","","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","","","No Telehealth Available","0","(970) 201-1467","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian; Latinx","11/15/2022 12:36 PM","250 1/2 Main Street_BR_ENCODED_Delta, CO 81416","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Level II Four Plus","","https://www.integratedinsighttherapy.com/","38.7314455","-108.0704511"
"","Wheelchair","0014M00001mOBkpQAG","HealingQuest - 47th Street","1","0","0","3434 47th Street STE 130, Boulder, CO 80301","0","1","0","HealingQuest","Medicaid; Sliding Fee Scale","0","8:00AM - 7:00PM","8:00AM - 7:00PM","","","8:00AM - 7:00PM","8:00AM - 7:00PM","8:00AM - 7:00PM","English; Spanish","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 225-2708","HIV; LGBTQIA+; Men; Pregnant Person; Women; Youth; Minors/Adolescents","6/21/2022 1:33 PM","3434 47th Street STE 130_BR_ENCODED_Boulder, CO 80301","","","","boulderemotionalwellness.org","40.0379516","-105.2438144"
"","Visually Impaired; Wheelchair","0014M00001lVsEBQA0","Rocky Mountain Kids-Drews Place","1","0","0","65 Diamond E Rd, Fountain, CO 80817","0","0","0","Rocky Mountain Kids - Drews Place","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(719) 330-7244","Minors/Adolescents","11/28/2022 3:39 PM","65 Diamond E Rd_BR_ENCODED_Fountain, CO 80817","","","","http://www.rockymountainkidscs.com/","38.6750842","-104.6716501"
"","Deaf/Hard of Hearing; Visually Impaired","0014M00001lW6RQQA0","Rocky Mountain Kids-Nevada","1","0","0","2129 N Nevada Ave, Colorado Springs, CO 80907","0","0","0","Rocky Mountain Kids - Nevada House","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(719) 330-7244","Minors/Adolescents","11/28/2022 3:37 PM","2129 N Nevada Ave_BR_ENCODED_Colorado Springs, CO 80907","","","","http://www.rockymountainkidscs.com/","38.8641371","-104.8196753"
"","Deaf/Hard of Hearing; Visually Impaired","0014M00001lVsAxQAK","Rocky Mountain Kids-Future Bound","1","0","0","3101 Palmer Park Blvd, Colorado Springs, CO 80909","0","0","0","Rocky Mountain Kids - Future Bound","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(719) 330-7244","Minors/Adolescents","11/28/2022 3:36 PM","3101 Palmer Park Blvd_BR_ENCODED_Colorado Springs, CO 80909","","","","http://www.rockymountainkidscs.com/","38.8541656","-104.7722513"
"","Visually Impaired; Wheelchair","0014M00001lVtxMQAS","Broadway Counseling Services of Denver - 301B","0","0","1","3671 S. Huron St. Suite 301B, Englewood, CO 80110","0","0","1","Broadway Counseling Services of Denver","Self Pay; Sliding Fee Scale","0","10:00AM - 4:00PM","10:00AM - 4:00PM","10:00AM - 3:00PM","","10:00AM - 4:00PM","10:00AM - 4:00PM","10:00AM - 4:00PM","English; Spanish; Mandarin","","","0","(303) 733-8784","LGBTQIA+; Men; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System","6/28/2022 5:44 PM","3671 S. Huron St. Suite 301B_BR_ENCODED_Englewood, CO 80110","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","broadwaycounseling.com","39.6502949","-104.9977136"
"","","0014M00001oRI9dQAG","Center For Change, LLC - Kipling","0","0","0","1701 Kipling Street, Suite 102, Lakewood, CO 80215","0","0","1","Center For Change, LLC - Lakewood","","0","12:00PM - 5:00PM","10:00AM - 6:00PM","","","10:00AM - 6:00PM","10:00AM - 6:00PM","10:00AM - 2:00PM","","","","0","(303) 274-4200","","7/15/2022 10:38 AM","1701 Kipling Street, Suite 102_BR_ENCODED_Lakewood, CO 80215","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System","","https://www.centerforchange-co.com/","39.7439918","-105.1102254"
"","","0014M00001oRXH9QAO","Center For Change, LLC - 41st Ave","0","0","1","7651 41st Avenue #202, Wheat Ridge, CO 80231","0","0","1","Center For Change, LLC - Wheat Ridge","","0","12:00PM - 5:00PM","","10:00AM - 3:00PM","10:30AM - 3:00PM","12:00PM - 6:00PM","2:00PM - 6:00PM","","","","","0","(303) 274-4201","","7/15/2022 10:36 AM","7651 41st Avenue #202_BR_ENCODED_Wheat Ridge, CO 80231","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System","","https://www.centerforchange-co.com/","39.7732967","-105.0824515"
"","","0014M00001oRXJKQA4","Center For Change, LLC - Federal","0","0","1","8020 N. Federal Blvd., Westminster, CO 80033","0","0","1","Center For Change, LLC - Westminster","","0","11:00AM - 5:00PM","","","","5:00PM - 7:00PM","","12:00PM - 6:00PM","","","","0","(720) 638-9986","","12/2/2022 7:55 AM","8020 N. Federal Blvd._BR_ENCODED_Westminster, CO 80033","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System","","https://www.centerforchange-co.com/","39.8422735","-105.0244737"
"","","0016100001YR2GcAAL","Vivus Counseling Services LLC - Lehman Drive","0","0","1","6290 Lehman Drive, Suite 150, Colorado Springs, Colorado 80918","0","0","1","Vivus Counseling Services","Private Insurance; Self Pay; Sliding Fee Scale","0","8:30AM - 5:30PM","8:30AM - 5:30PM","","","8:30AM - 5:30PM","8:30AM - 5:30PM","8:30AM - 5:30PM","English; Spanish","","","0","(719) 359-3431","Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System","10/4/2022 9:43 AM","6290 Lehman Drive, Suite 150_BR_ENCODED_Colorado Springs, Colorado 80918","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","www.vivuscounseling.com","38.9222525","-104.7881669"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001bpHW9AAM","Laradon - Lincoln","1","0","0","5100 Lincoln St, Denver, Colorado 80216","0","0","0","Laradon","Medicaid","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English; Spanish","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(303) 296-2400","Youth","11/28/2022 3:42 PM","5100 Lincoln St_BR_ENCODED_Denver, Colorado 80216","","","","www.laradon.org","39.7901666","-104.9856404"
